id,id2,q0,q1,q2,q3,q4,q5,q6,q7,q7_14,q7_14en,q8,q9,q10,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q12,q13,q14,q15,q16_1,q16_2,q17,q18,q18_24,q18_24en,q19,q20,q21_1,q21_2,q21_3,q22_1,q22_2,q22_3,q23,q24,q25,q26_1,q26_2,q26_3,q26_4,q26_5,q26_6,q27_1,q27_2,q27_3,q27_4,q27_5,q27_6,q28_1,q28_2,q28_3,q28_4,q28_5,q28_6,q29_1,q29_2,q29_3,q29_4,q29_5,q29_6,q30_1,q30_2,q30_3,q30_4,q30_5,q30_6,q30_7,q31_1,q31_2,q31_3,q31_4,q31_5,q32_1,q32_2,q32_3,q32_4,q32_5,q33_1,q33_2,q33_3,q33_4,q33_5,q34,q34_6,q34_6en,q35,q36,q37_1,q37_2,q38,q39_1,q39_2,q39_3,q39_4,q39_5,q39_6,q39_7,q40_1,q40_2,q40_3,q40_4,q40_5,q41_1,q41_2,q41_3,q42,q43,q44,q45,q46,q47,q48,q49,q50,q51,q52,q53,q54_1,q54_2,q54_3,q54_4,q54_5,q54_6,q54_7,q55,q56,q57,q58,q59,q60,q61,q62,q63,q63en,q64_1,q64_2,q64_3,q64_4,q64_5,q65,q66,q67,q68,q68en,q69_1,q69_2,q69_3,q69_4,q69_5,q69_6,q69_7,q69_8,q69_9,q69_10,q69_11,q69_12,q70_1,q70_2,q70_3,q71_1,q71_2,q71_3,q71_4,q71_5,q72_1,q72_2,q72_3,q72_4,q72_5,q72_6,q72_7,q72_8,q72_9,q72_10,q73,q74,q75,q76_1,q76_2,q76_3,q76_4,q76_5,q77_1,q77_2,q77_3,q77_4,q77_5,q78_1,q78_2,q78_3,q78_4,q78_5,q79_1,q79_2,q79_2_2,q79_2_2en,q79_3,q79_3_3,q79_3_3en,q79_4,q79_4_2,q79_4_2en,q80_1,q80_1_3,q80_1_3en,q80_2,q80_2_3,q80_2_3en,q80_3,q80_3_3,q80_3_3en,q80_4,q80_4_3,q80_4_3en,q81_1,q81_2,q81_2_2,q81_2_2en,q81_3,q81_3_4,q81_3_4en,q82_1,q82_2,q82_2_3,q82_2_3en,q82_3,q82_3_3,q82_3_3en,q82_4,q83_1,q83_2,q83_3,q84_1,q84_2,q84_3,q84_4,q84_5,q84_6,q84_7,q85_1,q85_2,q85_3,q85_4,q85_5,q85_6,q86_1,q86_2,q86_3,q86_4,q86_5,q87_1,q87_2,q87_3,q88,q89_1,q89_2,q89_3,q89_4,q89_5,q89_6,q89_7,q89_8,q89_9,q89_10,q89_10en,q90,q91_1,q91_2,q91_3,q91_4,q91_5,q91_6,q91_7,q91_8,q91_9,q91_10,q91_10en,q92,q93_1,q93_2,q93_3,q93_4,q93_5,q93_6,q93_7,q93_8,q93_9,q93_10,q93_10en,q94,q95,q96,q97,q98,q99,q100,q101,q102,q103,q104,q105,q106,q107,q108,q109,q110,q111,q112,q113,q114,q115,q116,q116_4,q116_4en,q117,q118,q119,q120,q121,q122,q123,q124,q125,q126,q127,q128,q129,q130_1,q130_2,q131,q132,q133,q134,q135,q136,q137,q138,q139_1,q139_2,q139_3,q139_4,q139_5,q140,q141,q142_1,q142_2,q142_3,q142_4,q142_5,q142_6,q142_6en,q143,q144,q145_1,q145_2,q145_3,q145_4,q145_5,q145_6,q145_6en,q146,q147_1,q147_2,q147_3,q147_4,q147_5,q148_1,q148_2,q148_3,q148_4,q148_5,q149_1,q149_2,q149_3,q150_1,q150_2,q150_3,q151_1,q151_2,q151_3,q152,q153,q154,q155,weight
20180365,"0507",0,1,0,1991,6,2,4,6,".",".",,,,,,,,,,,0,,0,1,3,1,17,".",".",,".",2,0,2,2,0,2,,4,4,5,4,5,4,5,5,3,4,3,2,3,2,2,3,1,2,3,2,5,4,2,1,3,6,3,7,2,0,6,6,2,2,1,5,2,2,3,2,1,4,6,2,2,4,2,2,1,".",".",4,2,3,2,,4,5,4,4,3,5,5,0,0,1,0,0,3,3,2,3,1,2,3,3,3,3,3,3,4,3,1,2,3,3,4,4,2,2,0,,2,1,2,2,3,0,"不太真實","Not too real.",1,1,2,1,2,3,4,0,".",".",4,3,4,4,4,3,4,3,4,3,2,3,3,4,4,4,6,2,2,2,4,5,3,2,6,6,4,6,4,1,6,5,2,4,5,5,4,2,4,3,6,3,3,6,2,6,5,3,2,,".",".",,".",".",1,".",".",1,".",".",2,".",".",2,".",".",,".",".",1,1,".",".",,".",".",1,1,".",".",,".",".",,4,4,4,3,3,6,4,3,5,4,3,2,1,4,2,2,2,2,4,2,2,3,2,2,4,0,0,0,0,1,0,0,0,0,".",".",1,0,0,0,0,0,0,0,0,0,".",".",1,0,0,0,0,0,0,0,0,0,".",".",0,,3,3,2,3,2,7,1,3,2,1,2,3,3,2,1,3,4,1,,1,1,".",".",1,1,6,,,,,,,,,,,,,2,4,3,1,2,,1,3,,,,,,1,2,1,0,0,0,0,".",".",1,2,1,0,0,0,0,".",".",6,4,4,4,3,4,5,3,5,5,4,5,5,5,5,5,5,5,5,3,1,1,2,,1.11
20180368,"0635",0,1,1,1987,1,1,4,6,".",".",,,,,,,,,,,1,2,0,1,1,1,9,".",".",,".",1,11,1.916666667,1,11,1.916666667,,4,3,6,4,5,3,5,6,5,5,4,4,4,5,6,5,4,5,4,4,4,3,2,6,5,1,3,3,6,3,6,3,6,5,2,3,4,2,4,4,2,4,3,5,4,3,4,3,1,".",".",5,4,3,3,,3,4,4,4,3,4,4,0,1,0,1,0,4,3,4,1,1,2,1,1,1,1,3,3,3,2,1,2,4,1,4,5,2,2,0,,2,2,3,2,3,0,"無法面對面進行交流","Can't communicate face to face",2,1,1,3,3,4,4,1,"例行性的回覆公文","Automated official document writing and responsing",4,6,3,4,4,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,4,5,5,5,3,4,5,4,5,4,2,4,9,3,5,5,3,3,2,2,5,2,3,5,5,6,6,6,2,,".",".",,".",".",1,".",".",2,".",".",,".",".",,".",".",2,".",".",1,1,".",".",,".",".",1,2,".",".",,".",".",,2,2,2,4,4,6,5,5,6,6,2,2,2,2,4,3,3,4,4,3,3,5,3,4,3,1,0,1,0,0,0,1,0,0,".",".",2,1,0,0,0,0,0,0,0,0,".",".",1,0,0,0,0,0,0,0,0,0,".",".",1,5,4,2,3,3,7,14,3,4,2,4,1,2,1,1,4,2,1,0,0,,,".",".",1,1,7,,,,,,,,,,,,,4,5,2,1,3,0,1,1,,,,,,0,,,,,,,".",".",0,,,,,,,".",".",9,4,4,3,3,4,5,4,4,5,3,5,5,5,5,5,5,5,5,4,1,1,1,1,1.02
20180369,"0741",0,1,1,1986,1,2,4,2,".",".",,,,,,,,,,,1,1,0,2,7,2,19,".",".",,".",5,3,5.25,9,7,9.583333333,,4,3,5,3,3,1,4,5,5,6,5,5,5,5,4,3,5,5,3,3,2,5,4,3,6,1,2,1,5,1,5,1,5,2,1,6,1,2,5,1,1,4,3,6,3,4,4,3,5,".",".",4,2,1,1,,4,4,4,4,4,4,5,0,1,,0,0,4,3,3,3,1,1,1,2,1,1,2,3,2,3,1,5,4,2,5,4,1,3,0,,2,2,2,1,3,0,"許多人性判斷的層面，電腦較為制式。","Many aspects of human judgment.",1,1,3,1,3,1,2,1,"資料建檔歸檔及總機服務","Data processing",4,5,5,5,5,4,6,4,5,3,4,4,4,4,3,6,6,4,6,6,5,6,6,6,4,5,5,6,4,4,2,7,6,5,5,6,5,5,5,3,6,6,6,6,6,5,4,5,2,,".",".",,".",".",1,".",".",1,".",".",1,".",".",1,".",".",,".",".",0,,".",".",4,"有其他手段可以達到目的","There are other means to achieve the goal",1,2,".",".",,".",".",,1,1,2,2,2,2,5,2,5,1,4,2,2,4,4,2,6,4,6,3,4,4,2,4,3,1,0,0,0,1,0,1,0,0,".",".",1,0,0,0,0,0,0,0,0,0,".",".",1,0,0,0,0,0,0,0,0,0,".",".",0,,3,3,2,4,1,2,2,3,3,1,1,1,1,1,3,4,2,0,0,,,".",".",1,1,6,,,,,,,,,,,,,2,6,3,0,2,,1,1,,,,,,0,,,,,,,".",".",0,,,,,,,".",".",4,4,5,3,5,4,5,2,4,5,5,6,6,6,6,6,6,6,6,4,1,1,2,,.94
20180370,"0551",0,1,0,1983,1,2,2,2,".",".",,,,,,,,,,,1,2,0,1,5,1,9,".",".",,".",14,2,14.16666667,14,2,14.16666667,,4,4,5,5,5,4,5,6,5,5,5,6,5,4,5,5,6,5,4,5,5,6,4,3,2,1,3,4,5,4,8,7,5,2,1,6,2,1,2,2,1,6,6,3,2,6,3,1,2,".",".",4,4,1,3,,5,5,5,4,5,5,4,0,0,1,1,0,4,4,4,3,1,2,1,2,1,3,2,3,3,2,2,4,3,2,5,5,2,2,0,,2,2,1,2,3,0,"程式沒有感情，無法正確判斷出人的優劣","Dehumanization",2,2,1,1,2,2,4,0,".",".",6,6,6,6,6,5,5,5,6,5,5,5,5,5,5,5,5,4,4,4,4,5,4,4,4,6,4,6,4,4,2,3,6,4,6,5,5,4,5,4,5,4,4,5,5,4,4,5,2,,".",".",,".",".",1,".",".",1,".",".",2,".",".",1,".",".",,".",".",1,1,".",".",,".",".",1,2,".",".",,".",".",,2,3,1,2,2,2,2,2,2,2,3,2,2,4,4,4,6,5,5,3,4,6,2,2,4,1,1,1,1,1,1,1,0,0,".",".",3,1,1,0,0,0,0,0,0,0,".",".",2,1,1,0,0,0,0,0,0,0,".",".",1,10,4,4,4,3,1,2,1,97,2,1,2,2,1,97,1,6,1,1,,1,2,".",".",1,1,1,1,1,1,1,1,1,2,1,1,1,0,30,4,4,3,1,3,0,1,1,,,,,,1,1,1,0,1,0,0,".",".",1,1,1,0,0,0,0,".",".",5,4,2,2,2,2,3,2,2,3,2,1,1,1,4,6,1,3,3,2,2,,,,1.11
20180373,"0775",0,1,0,1984,1,2,3,3,".",".",,,,,,,,,,,0,,1,2,7,2,19,".",".",,".",0,3,.25,7,8,7.666666667,,1,4,5,3,4,5,4,5,5,5,5,5,5,3,5,5,5,5,3,4,5,6,1,4,2,3,0,3,3,0,2,0,2,4,5,6,1,1,5,5,5,5,5,5,1,4,3,3,1,".",".",5,2,1,5,,5,5,5,5,4,5,5,0,1,0,1,0,4,1,3,3,1,1,1,2,3,1,3,2,4,4,1,5,4,1,2,4,1,1,0,,1,1,1,1,4,0,"履歷表只是一種文筆競賽的工具，實際上要看出這個人的性格和專業能力還是必須靠面對面口試","In fact, character and professional ability must be seen face to face.",3,1,2,1,2,2,4,1,"自動分析現有教職員資訊及自動提供訊息處置可能遭遇之情況","Automatically analyze current faculty information and automatically provide information to deal with possible situations",5,5,4,5,4,4,5,5,5,5,5,5,5,5,3,5,5,4,4,4,3,5,4,4,5,6,5,6,5,4,6,5,2,3,4,4,3,4,5,5,5,3,5,5,4,3,3,4,1,1,".",".",1,".",".",,".",".",2,".",".",,".",".",,".",".",2,".",".",0,,".",".",3,".",".",1,3,"不管怎樣B都是戰場上的士兵，運用機會贏得勝利才是最重要的","No matter what, B is a soldier on the battlefield, and the most important thing is to use the opportunity to win",,".",".",,1,2,1,3,3,4,3,3,4,3,4,2,1,4,4,2,5,5,5,4,4,2,2,5,4,1,0,0,0,0,0,1,0,0,".",".",2,1,0,0,0,0,0,0,0,0,".",".",2,1,0,0,0,0,0,0,0,0,".",".",1,3,4,2,4,4,1,10,3,3,2,1,1,1,1,3,1,4,1,0,0,,,".",".",1,1,1,1,1,1,1,2,1,2,2,1,2,1,30,4,7,4,0,2,,1,1,,,,,,1,2,1,0,1,1,0,".",".",0,,,,,,,".",".",6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,.99
20180375,"1075",0,1,1,1967,3,1,3,4,".",".",,,,,,,,,,,0,,0,2,6,1,4,".",".",,".",13,0,13,99,4,99.33333333,,4,6,6,2,6,4,6,5,6,6,6,6,6,2,6,6,6,6,6,6,1,2,3,4,5,6,0,1,3,5,5,4,5,1,2,4,2,5,4,2,2,4,4,6,5,5,4,2,1,".",".",4,4,2,2,,4,4,4,2,4,4,4,0,0,1,0,0,3,4,4,1,1,1,1,2,1,1,2,3,4,2,1,5,5,5,5,5,5,5,0,,2,1,3,2,2,1,"無法實際參考人類環淨","Cannot actually refer to the human environment.",2,2,2,2,2,4,4,1,"地政事務審查","Review assignment",4,5,5,5,5,4,5,5,5,4,3,6,2,3,4,5,5,5,4,5,6,5,5,6,5,5,6,6,5,4,1,2,6,6,5,6,5,5,5,5,4,5,5,6,4,5,3,3,2,,".",".",,".",".",1,".",".",2,".",".",,".",".",,".",".",2,".",".",1,1,".",".",,".",".",0,,".",".",2,".",".",1,3,2,2,4,4,6,6,4,6,4,4,4,4,4,4,4,5,5,5,4,6,6,2,4,4,1,1,1,0,1,1,0,0,0,".",".",4,1,0,1,0,1,0,0,0,0,".",".",4,1,1,1,0,0,1,0,0,0,".",".",0,,4,4,1,1,1,2,3,3,3,3,3,3,3,1,3,4,4,1,,1,2,".",".",1,1,1,1,1,1,1,1,2,1,2,2,1,0,30,2,1,2,2,4,0,1,2,,,,,,1,2,1,0,0,0,0,".",".",1,2,1,0,0,0,0,".",".",3,5,2,2,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,1,1,1,.94
20180376,"1032",0,1,0,1984,6,2,3,6,".",".",,,,,,,,,,,0,,1,2,6,1,17,".",".",,".",3,0,3,3,0,3,,4,5,5,4,4,5,4,5,5,5,6,6,5,4,5,5,5,6,5,5,2,3,5,1,4,6,8,7,6,7,6,8,8,4,2,3,4,3,4,2,3,4,4,5,4,4,4,4,5,".",".",3,3,3,3,,4,4,3,5,3,3,4,0,1,0,0,0,4,3,3,1,1,1,1,2,1,1,2,3,4,2,1,4,2,3,4,4,2,3,0,,3,2,3,3,2,1,"背景","Avoid relying on relationships.",3,3,1,2,2,4,4,0,".",".",4,4,4,5,4,4,5,4,4,4,4,4,4,4,5,3,4,3,3,3,4,4,4,4,3,5,5,6,3,3,8,1,2,5,3,5,5,4,4,3,5,4,4,6,3,6,5,6,2,,".",".",,".",".",1,".",".",1,".",".",2,".",".",1,".",".",,".",".",1,1,".",".",,".",".",1,2,".",".",,".",".",,4,4,3,6,6,6,5,6,6,5,3,3,4,4,4,4,4,4,4,4,4,5,2,5,4,1,1,1,0,0,0,0,0,0,".",".",2,1,1,0,0,0,0,0,0,0,".",".",2,1,1,0,0,0,0,0,0,0,".",".",1,4,2,2,3,3,2,1,2,3,3,2,1,2,1,3,1,4,1,0,1,2,2,".",".",1,1,1,1,1,1,1,2,1,1,1,1,1,0,30,4,6,3,1,3,1,1,1,,,,,,1,2,1,1,0,0,0,".",".",1,2,1,1,0,0,0,".",".",8,5,5,5,4,4,4,3,4,4,5,5,5,5,5,5,4,5,5,4,1,1,1,1,.99
20180377,"0475",0,1,0,1977,6,1,4,3,".",".",,,,,,,,,,,0,,0,2,6,2,12,".",".",,".",1,6,1.5,2,8,2.666666667,,4,3,6,4,5,5,6,6,4,5,5,4,6,3,5,4,5,5,4,2,1,2,4,3,6,5,4,5,6,3,3,2,3,4,2,5,4,4,4,3,2,3,3,5,4,4,4,3,1,".",".",4,3,4,4,,5,5,5,4,5,4,5,0,1,0,1,0,3,3,3,2,1,2,1,2,1,1,2,3,3,3,1,3,4,2,4,5,2,3,0,,2,2,3,2,4,0,"以電腦程式仍有可能存在誤差，若原始資料已有存在偏誤","Accuracy",2,1,2,2,3,2,4,0,".",".",5,6,4,5,5,5,4,5,4,4,3,4,4,4,4,5,5,4,4,4,4,5,5,5,4,6,6,5,6,4,7,9,6,4,5,5,2,4,5,3,5,5,5,4,3,6,4,4,2,,".",".",,".",".",2,"無法冒自己與夥伴的生命危險放人","Ensure the safety of colleagues",2,".",".",,".",".",,".",".",3,"無法承擔失職造成的風險(如：遭免職影響生計)","Self-preservation is more important.",1,1,".",".",,".",".",1,2,".",".",,".",".",,4,4,3,6,6,6,6,5,6,5,4,3,2,3,3,4,4,4,6,2,2,4,2,5,3,1,1,1,0,1,0,0,0,0,".",".",2,1,1,0,0,1,0,1,0,0,".",".",1,0,0,0,0,0,0,0,0,0,".",".",1,1,3,2,2,3,1,2,3,3,3,3,2,2,1,3,3,3,3,98,1,98,,".",".",98,98,1,1,1,1,2,2,1,2,1,1,2,0,30,3,7,3,1,3,0,1,2,,,,,,1,2,1,0,1,1,1,".",".",1,2,1,0,1,1,1,".",".",8,5,5,5,5,6,4,2,3,5,4,5,5,5,5,5,3,2,3,1,2,,,,.99
20180378,"0934",0,1,1,1986,1,3,3,3,".",".",,,,,,,,,,,0,,1,2,7,1,19,".",".",,".",5,2,5.166666667,9,3,9.25,,1,4,5,3,4,3,4,5,5,5,4,4,5,3,5,5,5,5,4,3,4,3,2,1,6,5,3,3,3,3,3,4,2,3,3,4,3,1,3,3,3,4,3,4,3,4,3,3,1,".",".",5,2,3,3,,4,4,4,4,4,4,4,0,1,0,0,0,3,3,3,1,1,3,1,2,3,1,2,3,3,2,1,3,4,2,4,4,3,3,0,,2,1,2,2,3,0,"沒有人性化考量","Dehumanization",2,2,2,2,2,2,2,1,"薪資計算","Salary calculation",2,3,3,3,4,3,4,4,4,4,3,3,4,4,3,5,5,3,3,3,4,4,4,3,4,4,4,4,4,3,5,6,7,3,4,4,4,4,4,3,4,3,3,3,4,3,4,4,1,1,".",".",2,".",".",,".",".",2,".",".",,".",".",,".",".",2,".",".",0,,".",".",2,".",".",0,,".",".",2,".",".",1,2,3,3,3,3,3,4,4,3,3,3,3,3,3,3,4,3,3,4,4,4,5,3,4,3,1,0,0,0,0,0,0,0,0,".",".",2,1,0,0,0,0,0,0,0,0,".",".",1,0,0,0,0,0,0,0,0,0,".",".",0,,3,3,3,3,2,1,2,1,1,2,1,2,1,1,1,4,2,0,0,,,".",".",2,2,1,1,1,1,1,1,1,1,1,1,1,2,0,3,7,3,0,2,,1,1,,,,,,1,2,1,0,1,0,0,".",".",0,,,,,,,".",".",7,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,,,,.94
20180379,"0996",0,1,1,1990,6,2,4,2,".",".",,,,,,,,,,,0,,0,2,7,1,19,".",".",,".",4,6,4.5,4,6,4.5,,4,3,4,3,4,2,4,5,5,4,4,3,4,3,4,4,5,3,3,3,5,6,2,4,1,3,2,3,3,3,3,2,3,6,2,4,5,4,5,5,3,3,3,5,4,3,6,5,1,".",".",2,3,4,4,,4,4,3,4,3,4,5,0,0,0,1,0,2,2,2,3,1,3,3,2,3,1,2,3,2,2,2,1,1,1,1,4,2,2,0,,2,1,2,2,3,0,"標準過於單一","Dehumanization",1,1,2,1,1,2,2,0,".",".",4,4,4,4,4,4,5,4,5,4,4,4,4,4,2,4,5,4,4,3,3,3,4,4,4,4,4,5,4,2,5,6,7,4,3,4,5,5,3,3,5,5,4,6,3,4,3,4,2,,".",".",,".",".",1,".",".",2,".",".",,".",".",,".",".",3,"不相信中國執政者會支持公務員","Don't trust China's rulers to support civil servants.",0,,".",".",3,".",".",0,,".",".",2,".",".",0,1,2,2,2,3,4,2,2,3,2,3,2,1,4,4,4,4,4,4,3,3,4,2,4,4,1,1,0,0,0,1,1,0,0,".",".",3,1,1,0,0,0,0,0,0,0,".",".",3,1,1,0,0,0,0,0,0,0,".",".",1,20,3,2,3,3,1,2,2,4,1,4,4,2,1,1,2,4,1,1,,2,2,".",".",2,1,1,2,2,2,2,2,2,1,1,1,2,0,45,3,7,3,1,2,,1,3,,,,,,0,,,,,,,".",".",0,,,,,,,".",".",6,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,4,4,2,1,1,1,1,.94
20180380,"0602",0,1,1,1991,6,2,4,5,".",".",,,,,,,,,,,0,,0,2,6,1,6,".",".",,".",1,8,1.666666667,1,8,1.666666667,,4,6,5,3,4,3,5,5,3,5,4,2,4,1,3,4,4,5,2,2,5,4,3,2,1,6,1,2,3,1,6,1,4,1,1,3,1,1,4,2,1,6,6,4,2,3,2,2,1,".",".",5,3,2,3,,3,4,3,4,5,3,3,1,1,1,0,0,3,3,3,1,1,3,2,2,2,2,2,3,3,2,1,2,4,4,4,5,3,2,0,,1,1,4,2,3,0,"給學歷不夠的人更多機會，畢竟學歷不等於工作能力","Many experiences and traits can't be quantified.",2,1,1,2,1,2,3,1,"評估田區是否有在耕種，耕種作物為何","Assess whether the field is being cultivated and what crops are cultivated",2,4,1,4,4,4,4,2,4,2,2,3,4,3,4,6,6,2,2,1,5,6,4,4,4,5,2,5,1,1,2,6,5,5,5,4,2,2,4,2,5,2,2,5,2,6,3,2,2,,".",".",,".",".",1,".",".",1,".",".",3,"孕婦生命會受到極大的威脅，我無法承受害孕婦死亡的風險，但只好先函詢問上級機關，再依上決定做處置，以盡到幫忙這名孕婦的責任，我在意的是孕婦的生命，並非孩子的生命","I care about the life of the pregnant woman, not the life of the child.",2,".",".",,".",".",0,,".",".",4,"以上皆是，被刑求的無辜人為何要受到這樣的待遇，心理會有多大的陰影跟委屈","All of the above",0,,".",".",2,".",".",1,4,2,2,5,6,6,6,3,6,5,3,1,2,4,4,3,2,3,5,2,4,4,1,3,2,1,0,0,0,1,0,0,0,0,".",".",1,0,0,0,0,0,0,0,0,0,".",".",1,0,0,0,0,0,0,0,0,0,".",".",0,,4,2,2,3,8,1,1,1,2,2,1,2,98,97,1,4,1,1,,98,,".",".",1,2,7,,,,,,,,,,,,,4,6,3,3,3,0,1,1,,,,,,1,3,0,0,0,1,0,".",".",1,3,0,0,0,1,0,".",".",8,3,4,3,3,3,4,2,2,4,2,6,6,4,6,6,6,5,5,1,1,1,2,,.94
20180381,"0477",0,1,0,1987,5,2,3,1,".",".",,,,,,,,,,,0,,0,1,1,1,13,".",".",,".",3,1,3.083333333,3,1,3.083333333,,4,4,5,3,4,4,3,5,5,5,4,5,4,5,5,5,5,4,4,3,5,6,3,4,1,2,6,4,7,7,4,7,10,6,2,4,6,5,4,4,3,4,4,6,5,4,6,5,1,".",".",1,3,2,1,,3,3,3,2,2,3,5,1,1,1,1,0,3,3,3,1,1,1,1,2,1,2,3,4,2,3,1,4,2,4,5,5,2,4,0,,2,2,2,1,3,0,"機制能被破解或造假，氣質不會","There is a possibility of fraud.",3,1,2,2,3,1,2,1,"櫃檯業務","Counter business",4,5,5,6,4,4,5,3,5,3,6,5,1,1,3,4,4,1,1,3,2,4,3,5,2,4,4,3,4,2,4,2,7,3,3,6,5,5,4,2,4,4,3,5,5,5,6,6,2,,".",".",,".",".",1,".",".",3,"引產、罰款、偷渡選一個，路費我贊助","Inducing labor, fining, smuggling",2,".",".",1,".",".",,".",".",0,,".",".",4,"需要有效排除無辜者的方法","Need a way to exclude the innocent",1,1,".",".",,".",".",,3,3,2,4,4,6,5,4,6,4,2,2,2,2,3,2,4,3,2,4,5,4,2,4,4,0,0,1,1,0,0,1,0,0,".",".",2,1,0,0,0,0,0,0,0,0,".",".",2,1,0,0,0,0,0,1,0,0,".",".",1,6,3,3,3,3,7,3,2,97,2,1,2,2,1,1,3,97,1,0,0,,,".",".",3,3,1,1,1,1,2,2,2,1,1,1,2,1,0,4,7,2,0,2,,1,1,,,,,,1,3,1,1,0,1,0,".",".",0,,,,,,,".",".",9,2,2,1,1,4,1,1,1,1,1,4,2,1,5,5,4,4,3,2,1,1,1,1,1.11
20180384,"0555",0,1,0,1994,6,2,3,3,".",".",,,,,,,,,,,0,,0,2,6,1,1,".",".",,".",2,3,2.25,2,3,2.25,,4,4,6,4,6,5,6,6,6,6,5,6,5,4,5,6,6,6,6,5,6,3,4,5,1,2,5,5,5,5,5,0,0,5,3,3,5,4,3,4,4,2,2,6,5,2,5,4,1,".",".",1,1,4,4,,6,6,4,6,1,5,5,1,1,1,1,0,3,2,2,3,1,3,1,2,3,3,2,3,4,1,1,1,5,2,5,5,1,2,0,,2,2,1,3,3,1,"就希望",".",2,1,3,3,3,3,5,0,".",".",4,3,4,4,3,4,4,4,4,3,3,4,4,4,3,2,5,4,4,3,2,6,5,4,6,6,4,6,4,4,5,6,2,2,6,5,3,3,3,3,6,2,3,6,1,6,6,2,2,,".",".",,".",".",1,".",".",2,".",".",,".",".",,".",".",1,".",".",1,1,".",".",,".",".",1,2,".",".",,".",".",,3,2,4,3,5,6,6,6,6,5,3,2,2,4,4,3,4,3,5,3,4,2,1,6,3,1,0,1,0,1,0,1,0,0,".",".",2,0,1,0,0,0,0,0,0,0,".",".",1,0,0,0,0,0,0,0,0,0,".",".",0,,1,3,4,4,2,1,3,3,2,3,2,2,2,1,98,7,1,0,0,,,".",".",2,2,7,,,,,,,,,,,,,4,8,2,1,3,0,1,2,,,,,,1,3,0,0,0,1,0,".",".",0,,,,,,,".",".",7,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,5,5,4,1,1,1,2,.99
20180386,"0617",0,1,1,1991,1,2,4,3,".",".",,,,,,,,,,,1,1,0,2,6,1,16,".",".",,".",1,8,1.666666667,1,8,1.666666667,,4,6,6,5,4,2,5,5,4,3,4,4,4,4,3,4,4,4,3,3,5,6,4,3,2,1,2,1,4,5,7,4,5,4,1,3,4,2,4,4,3,4,4,6,5,3,5,4,1,".",".",1,4,2,4,,4,5,3,3,3,4,4,0,0,1,0,0,3,4,4,3,1,2,1,2,1,3,2,4,3,2,2,4,2,1,3,5,1,3,0,,2,2,2,2,3,0,"忽略無法評分的特質","Personal traits can't be determined by a computer system.",3,1,3,1,2,2,5,0,".",".",5,6,5,5,5,4,5,5,6,4,3,2,4,4,3,4,6,2,4,5,5,6,5,5,6,6,4,6,2,4,2,6,5,4,5,5,6,3,5,3,6,3,5,6,3,5,4,4,2,,".",".",,".",".",1,".",".",3,"訂立一條法律，讓有錢的人不會付不到，沒錢的人可以未來分期付款，例如現在的學貸，以後小孩開始工作需加計利息還錢。","Payment of penalty by Installments",1,".",".",3,"不會改變，支持有新法律訂立。","Will not change, support the formulation of new laws.",,".",".",0,,".",".",3,".",".",0,,".",".",3,"留著他，畢竟誰也不能保證任務會成功，舉報他則可能讓我們日子不好過。","Keep him, after all, no one can guarantee that the mission will succeed",0,3,2,2,4,4,4,3,3,6,3,3,2,2,4,4,3,4,4,5,2,2,4,1,5,3,1,0,0,0,1,0,0,0,0,".",".",1,0,0,0,0,0,0,0,0,0,".",".",1,0,0,0,0,0,0,0,0,0,".",".",0,,3,3,3,2,2,1,3,4,4,4,2,2,1,3,2,4,1,0,1,2,2,".",".",2,1,6,,,,,,,,,,,0,0,4,6,3,1,3,0,1,2,,,,,,1,1,0,1,0,0,1,".",".",1,1,1,0,0,0,0,".",".",7,4,5,5,5,3,5,3,3,4,4,4,3,3,5,4,4,3,3,1,1,1,2,,.94
